Title,Title_link,partial_entry,rev_wrap,Headline,Field1
nice veggie restaurant but not anything special,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r229938910-Mildreds_Soho-London_England.html,"After reading all the rave reviews on trip advisor, i decided to check out this restaurant. The menu is completely vegetarian and also has many vegan items which is a rarity in central london. The staff were very pleasant and quite helpful. They don't take...More",Date of visit: September 2014,nice veggie restaurant but not anything special,"After reading all the rave reviews on trip advisor, i decided to check out this restaurant. The menu is completely vegetarian and also has many vegan items which is a rarity in central london. The staff were very pleasant and quite helpful. They don't take bookings so expect a long queue if you go during peak hours, had to wait 45 minutes although at least the staff gave you an accurate wait time unlike a lot of other places where they underestimate so you don't go somewhere else.The food was average to be honest. There are many other restaurants which serve better veggie food even if their entire menu isn't veggie. We ordered the mexican platter for a starter and were left a bit disappointed. The guacamole and the retired beans tasted of nothing. The quesadillas were overly sweet because they had mango in them. For the mains the stir-fry was exquisite, better than most chinese restaurants i've been to but everything else we ordered was okay. The mushroom pie with peas was tasteless but the chips that came with it are probably some of the best i've had. The aubergine and chickpea tagine was overlyspiced with cinnamon and didn't taste of much else. I think they need to play around with the recipe for this because it could be improved significantly. The restaurant itself is actually quite small and so it gets very noisy and cramped at peak hours. Although it is possible to have a relaxed meal with friends, i wouldn't go here if you are on a date. On the bright side the price was around what you'd expect to pay at a chain restaurant so at least you don't feel like you've been fleeced for what was an average meal."
A Pleasant Choice,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r229702617-Mildreds_Soho-London_England.html,"While on holiday for a lengthy trip through the UK, our travels in September 2013 began in London, and it just happened to be my birthday.  My partner and I wanted to have a special dinner and one that catered to my vegetarian and special...More",>,A Pleasant Choice,"While on holiday for a lengthy trip through the UK, our travels in September 2013 began in London, and it just happened to be my birthday. My partner and I wanted to have a special dinner and one that catered to my vegetarian and special diet needs. We did the research online and decided that Mildred's would be the place! Not only did the menu and location in the heart of Soho seem appealing, but the restaurant was also open on Monday evening--the time really best for us in planning the celebratory dinner. The restaurant had an upbeat, urban vibe, clean in design, and delightfully laid back, yet still pulsating with the energy of its clientele and its fun, friendly, and knowledgeable staff. Our waiter was a delight! We had no problem finding great drinks, a tasty appetizer, a healthy, flavorful dinner, and very amazing desserts that weren't saccharine with sweetness. From start to finish, it was a lovely experience. A somewhat quieter setting with a bit more space would have been nice, but that's not what Mildred's is about. Seating is tight and the restaurant fills up, but it was so good we didn't even mind being seated next to another couple we didn't know. Part of the ambiance of a small urban specialty restaurant. There is incredible competition among dining options in the Soho area, and probably among restaurants that focus chiefly on vegetarian options, so it speaks well of Mildred's that it was bustling and busy on a Monday evening. People were having fun and enjoying the drink and savory selections. We would definitely make a return visit!"
,,,,,
Meet at Mildreds,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r229611351-Mildreds_Soho-London_England.html,"No meat is available at this vegetarian restaurant, which has been in Soho for over twnety years. No bookings are available either. The only option is to turn up, take your turn in the tiny front of house area, and try to get a drink...More",Date of visit: May 2014,Meet at Mildreds,"No meat is available at this vegetarian restaurant, which has been in Soho for over twnety years. No bookings are available either. The only option is to turn up, take your turn in the tiny front of house area, and try to get a drink from the bar there to tide you over until a table is free. When you finally sit down, either on the ground floor, or, quieter, upstairs, you can expect friendly service, an interesting menu, with Eastern and Middle eastern influences. Not cheap, but worth a visit if you want a meat free meal that is not just a cheese omelette. And if you are vegan, and therefore leaving eggs out of the equation, there is plenty of choice."
A must for any appetite!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r229479885-Mildreds_Soho-London_England.html,"I was introduced to Mildred's on my first trip to London by my daughter - perhaps because of the novelty of it holding my mother's name. The facility itself is nothing fancy, but it bustled with activity - often a good sign. The seating was...More",>  >,A must for any appetite!,"I was introduced to Mildred's on my first trip to London by my daughter - perhaps because of the novelty of it holding my mother's name. The facility itself is nothing fancy, but it bustled with activity - often a good sign. The seating was somewhat crowded by Canadian standards. The service was prompt, friendly, and accommodating. The food was fantastic from the appetizers to the main. This year I returned to London, and Mildred's was on my 'to do' list. As always, it was quite busy, and since they don't take reservations we put our names in the queue. We had drinks and chatted outside only for a short time. This time our group of 6 was seated upstairs in room with more of a dining room feeling; It was lovely. The food was consistently delicious! Curry, pumpkin ravioli, veggie burgers, grilled artichoke...mmmm"
"Trendy, but doesnt live up to the hype...",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r229248655-Mildreds_Soho-London_England.html,"I have been waiting to try this restaurant ever since a couple of my friends raved about it a year ago, but it seems like every time i try to go there is a MASSIVE queue. I changed tactics and went for lunch, which worked...More",Date of visit: September 2014,"Trendy, but doesnt live up to the hype...","I have been waiting to try this restaurant ever since a couple of my friends raved about it a year ago, but it seems like every time i try to go there is a MASSIVE queue. I changed tactics and went for lunch, which worked out well. The restaurant was full but not 'crowded'. They have rather small tables so be prepared to move things around. The food seems adventurous, fun, vegetarian... but with the exception of a few dishes with strong flavour it definitely did not live up to the hype my friends were serving. The biggest disappointment was the service, TERRIBLE! After going back and forth a few times about what we had actually ordered the wrong food came, went, and came back about 4 times. With all of the fuss I would at least expect one of the two... excellent service or excellent food...I got neither. Definitely give it a go but dont expect to leave a vegetarian."
Fab place to eat!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r229172397-Mildreds_Soho-London_England.html,We LOVE Mildred's! We had a very late lunch/early supper at about 5pm on a Friday night so there was no issue getting a table. We both had the sweet potato and cashew nut curry which was amazing. As were the marmalade mule cocktails and...More,Date of visit: September 2014,Fab place to eat!,"We LOVE Mildred's! We had a very late lunch/early supper at about 5pm on a Friday night so there was no issue getting a table. We both had the sweet potato and cashew nut curry which was amazing. As were the marmalade mule cocktails and the polenta cake. The staff were all lovely. This is our favourite place to eat in London whether or not you are vegetarian (I am, my husband isn't)."
Really good veggie food - would go again.,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r228688188-Mildreds_Soho-London_England.html,"We only had small dishes as we weren't too hungry, but they were good and tasty. Look forward to returning for a proper full 3 course meal sometime soon!",>,Really good veggie food - would go again.,"We only had small dishes as we weren't too hungry, but they were good and tasty. Look forward to returning for a proper full 3 course meal sometime soon!"
"Amazingly tasty, but be prepared to queue",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r228476000-Mildreds_Soho-London_England.html,"My title says it all really. Whenever I've been, I've absolutely LOVED the food. Whether you're a vegetarian or carnivore - trust me you'll love this place. Only problem is they don't take bookings so be prepared to wait at the bar (if room -...More",Date of visit: December 2013,"Amazingly tasty, but be prepared to queue","My title says it all really. Whenever I've been, I've absolutely LOVED the food. Whether you're a vegetarian or carnivore - trust me you'll love this place. Only problem is they don't take bookings so be prepared to wait at the bar (if room - very small) or go early or for a walk. But you won't be disappointed by the choice. More for a special occasion. And for small groups or couples. Definitely wouldn't bank on coming here for a birthday or if you've got a first date! Although you could always have a few drinks before food so may it is an option!"
I'm still waiting ...,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r228170975-Mildreds_Soho-London_England.html,I love Mildreds. My only complaint used to be that they never had enough space and that we could not get in without a long wait sometimes. Sadly that has changed. My companion turned up a little early (we were on our way) and asked...More,Date of visit: August 2014,I'm still waiting ...,I love Mildreds. My only complaint used to be that they never had enough space and that we could not get in without a long wait sometimes. Sadly that has changed. My companion turned up a little early (we were on our way) and asked for table for three. The waiter in a burst of New York style self importance refused to tell him how long we might have to wait until the other two people had arrived at the venue. Once we had shown ourselves he was willing through somewhat gritted teeth to add us to his list for a 45 minute wait. Unsurprisingly we went somewhere else.
"Great service, but found two hairs in food :/",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r227801415-Mildreds_Soho-London_England.html,"After reading the reviews I'd been excited to try this place. We were seated straight away and the staff were all very friendly and helpful which was great. However, after finding the second hair in my dish I was unable to carry on eating it...More",Date of visit: September 2014,"Great service, but found two hairs in food :/","After reading the reviews I'd been excited to try this place. We were seated straight away and the staff were all very friendly and helpful which was great. However, after finding the second hair in my dish I was unable to carry on eating it which is such a shame as I can tell they had put a lot of effort into the food which otherwise would have been very nice."
Fantastic every time,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r227760131-Mildreds_Soho-London_England.html,"I've been a couple of times before and each time I thoroughly enjoy everything! Service, food, atmosphere, price & time. We got there around 6.30 and waited only 20 mins for a table. If you don't like queuing get there before 6.30 as it gets...More",Date of visit: September 2014,Fantastic every time,"I've been a couple of times before and each time I thoroughly enjoy everything! Service, food, atmosphere, price & time. We got there around 6.30 and waited only 20 mins for a table. If you don't like queuing get there before 6.30 as it gets chokka! I had the sweet potato and cashew nut curry AMAZING!! One of the best things I've eaten in ages and my fella is going back this weekend just for that... Huge food envy. There is such a buzz and I'm sure things may get forgotten from time to time as so busy, but these things happen sometimes and the food makes up for it! I will be back again and have the same again... Fantastic Thanks Mildred's....yum"
Terrible service & overcrowded restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r227694806-Mildreds_Soho-London_England.html,My boyfriend took me here on a Saturday night (30.08.2014) as we were staying in London over the weekend as my birthday treat.  He told me to pick a vegetarian restaurant so I looked online & found Mildred's & liked the look of the menu...More,Date of visit: August 2014,Terrible service & overcrowded restaurant,"My boyfriend took me here on a Saturday night (30.08.2014) as we were staying in London over the weekend as my birthday treat. He told me to pick a vegetarian restaurant so I looked online & found Mildred's & liked the look of the menu & the reviews on here were great so we decided to go for it.We were completely disappointed. We waited 1 hour 45 minutes for a table & yes it was a Saturday night but we were originally told we would have to wait 45 minutes so we decided to take a walk & come back after 30 minutes. If we knew how long we would really be waiting we wouldn't have come back. After 1.5 hours of waiting we were offered a table to share with others which we declined but once we were seated on our own table (which was absolutely tiny) we realised we may as well have gone for the shared table as all the tables are pushed so close to each other. On one side we had a 1.5 ft gap between our table & the next & on the other side 6"". We could very clearly hear conversations between both couples either side of us so if you do go here there is no point opting for your own table - just take the shared one if it comes up sooner as it makes no difference anyway & there are no private tables in the restaurant.On each table was a vase with water in which I think is a nice touch but the vase was very dirty all around the neck & I was very hesitant to make use of it.Once seated we were served pretty quickly & ordered starters & mains straight away as it was getting pretty late. The food came out promptly (10 min wait for starters; 15 for mains) & was nice but not outstanding. I then ordered a dessert which took about 35 minutes to come after ordering & they provided us with two dessert spoons one of which was very dirty so my boyfriend complained. Getting the bill was just as difficult as getting a table in the first place & dessert - there are not enough waiters around to ask although we did manage to get ones attention eventually.All-in-all I wouldn't go back - the food just wasn't good enough for the wait & they don't have a booking service. The food wasn't bad hence they've managed to redeem two stars from me but this is not a restaurant to relax in. My boyfriend & I were hoping to go to Leicester Square after dinner but we were exhausted as it ran so late & we were left feeling stressed out from the bad service. Honestly can't quite understand all the brilliant reviews on here... I would advise only going if you have PLENTY of time or for lunch."
,,,,,
"Average Food, Great Service",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r227432315-Mildreds_Soho-London_England.html,Its a packed house at Mildreds and one does enter with a lot of expectations given the certificate of excellence from trip advisor. The restaurant is packed and seating is rather close.. its definitely not a place where you can go relax and have a...More,Date of visit: September 2014,"Average Food, Great Service",Its a packed house at Mildreds and one does enter with a lot of expectations given the certificate of excellence from trip advisor. The restaurant is packed and seating is rather close.. its definitely not a place where you can go relax and have a nice leisurely meal. I ordered Fried Haloumi as starter which was promising but in patches it was burnt and rubbery. For main course I ordered Tangine and couscous with fried aubergines.... I did not find any aubergine in my food plate and I have definitely had better Moroccan cuisine in London. All in all the food was rather disappointing but for the company I had (an old school friend) and the pleasant service it would have been a waste of a visit.
Still a great place,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r227426622-Mildreds_Soho-London_England.html,"It's not easy to find a really good vegetarian restaurant. And nor is it easy to find a good place to eat in the Oxford Street / Regent Street area (though it's getting easier).  Mildred's is successful on both counts. An imaginative and varied menu,...More",Date of visit: August 2014,Still a great place,"It's not easy to find a really good vegetarian restaurant. And nor is it easy to find a good place to eat in the Oxford Street / Regent Street area (though it's getting easier). Mildred's is successful on both counts. An imaginative and varied menu, fresh & colourful ingredients and great combinations of flavours / textures. And satisfying portions.Good, bustling atmosphere with busy but friendly staff. Not being able to book makes it feel a bit knife-edge if meeting up with others for a meal there, but we've been around half a dozen times and have never had to wait for ages to be seated."
Great vegetarian restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226755992-Mildreds_Soho-London_England.html,"Great place. Wonderful food! It's nice to be able to have a bottle of wine with your meal, that's not always possible in a vegetarian restaurant. Staff is very friendly  and helpful. Will definitely be back again. Highly recommended!",Date of visit: August 2014,Great vegetarian restaurant,"Great place. Wonderful food! It's nice to be able to have a bottle of wine with your meal, that's not always possible in a vegetarian restaurant. Staff is very friendly and helpful. Will definitely be back again. Highly recommended!"
Amazing,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226725197-Mildreds_Soho-London_England.html,"A friend and I went on a Tuesday night as I had been recommended it. We arrived at 6.30pm and we're told we could wait 15 minutes for a table inside or eat straightaway outside, we chose the later. 

The food and drinks were amazing....More",Date of visit: September 2014,Amazing,"A friend and I went on a Tuesday night as I had been recommended it. We arrived at 6.30pm and we're told we could wait 15 minutes for a table inside or eat straightaway outside, we chose the later. The food and drinks were amazing. I had the pumpkin tortellini followed by the chocolate peanut butter brownie. Both were good value, especially in London were restaurants often take advantage of customers and charge an extortionate price. The service we received was excellent, often sitting outdoors means you get forgotten due to the hustle and bustle indoors, however this wasn't the case. The young server was great, we received food quickly and he remained pleasant throughout service. Would definitely visit again, could easily eat all the dishes on the menu."
Fantastic vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226649404-Mildreds_Soho-London_England.html,"Being a meat eater I was unsure of eating at a vegetarian restaurant but this place has the most delicious fresh food. The burgers are amazing, I certainly did not miss the meat in fact I would be happy to become a vegetarian with food...More",Date of visit: August 2014,Fantastic vegetarian food,"Being a meat eater I was unsure of eating at a vegetarian restaurant but this place has the most delicious fresh food. The burgers are amazing, I certainly did not miss the meat in fact I would be happy to become a vegetarian with food like this!"
Delicious,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226610886-Mildreds_Soho-London_England.html,"We got a table straight away, our order was taken quickly and the food arrived fast. Most important, it was delicious - one of us had a splendid sweet potato curry, and the other a spiffing mushroom and ale pie. It seemed to be a...More",Date of visit: September 2014,Delicious,"We got a table straight away, our order was taken quickly and the food arrived fast. Most important, it was delicious - one of us had a splendid sweet potato curry, and the other a spiffing mushroom and ale pie. It seemed to be a popular combination as two tables close to us had the same! We were served by four different members of staff, and all were uniformly cheery and helpful. What's more, although service was quick with something of the feel of a cafeteria, we did not feel at all hurried to leave and were brought an additional bottle of water without asking as we chatted together after the meal. We'll definitely go back when next in London."
Must try for all veggies,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226348550-Mildreds_Soho-London_England.html,"Visiting London for the weekend had to try this place and glad I did nice atmosphere, drinks, food was awesome had the halloumi burger with basil mayo. If I lived local id eat here all the time!!!",>,Must try for all veggies,"Visiting London for the weekend had to try this place and glad I did nice atmosphere, drinks, food was awesome had the halloumi burger with basil mayo. If I lived local id eat here all the time!!!"
"Best Vegetarian Resturant in Soho, London",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226336990-Mildreds_Soho-London_England.html,"I've heard a lot about Mildreds and have been wanting to go there for a long time, but as you cannot pre-book a table, it's not quite worked out as my husband hates queuing and waiting.
We finally went a couple of weeks ago as...More",Date of visit: August 2014,"Best Vegetarian Resturant in Soho, London","I've heard a lot about Mildreds and have been wanting to go there for a long time, but as you cannot pre-book a table, it's not quite worked out as my husband hates queuing and waiting.We finally went a couple of weeks ago as we had a theatre show booked for 7.30p.m so thought, we'll be well ahead of the evening dinner rush.We arrived shortly after 5.30p.m and waited no more than 10 mins before we were seated.The food and service was exceptional.We've been to a vegetarian restaurant in Primrose Hill with a similar type of menu, but in comparison, the taste of the food at Mildreds was much better.I would highly recommend this place."
"Loud and funky, great veggie food",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r226325550-Mildreds_Soho-London_England.html,"Located on a somewhat hard to find street in Soho, we were very generously received on a rainy night when the place was packed. They moved heaven and earth to accommodate me (I use a wheelchair) and the evening just kept getting better once the...More",Date of visit: August 2014,"Loud and funky, great veggie food","Located on a somewhat hard to find street in Soho, we were very generously received on a rainy night when the place was packed. They moved heaven and earth to accommodate me (I use a wheelchair) and the evening just kept getting better once the food began to arrive. Imaginative and flavorful, it really was one of the best places we ate at over our two weeks in England."
The vegan excellence,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r225350931-Mildreds_Soho-London_England.html,It's with no doubts my favorite restaurant in London. Homemade burgers with sweet potato chips and vegan mayo are awesome and the chocolate and peanut butter brownie with vanilla ice cream is so amazingly delicious!,Date of visit: August 2014,The vegan excellence,It's with no doubts my favorite restaurant in London. Homemade burgers with sweet potato chips and vegan mayo are awesome and the chocolate and peanut butter brownie with vanilla ice cream is so amazingly delicious!
,,,,,
Fab buzzy atmosphere and great veggie food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r225319084-Mildreds_Soho-London_England.html,"Met up with some work colleagues/ friends on Tuesday evening and had a fab veggie de-tox salad; delicious! Great atmosphere; very trendy/ soho vibe and whilst veggie in menu, very fashionable and fun. Highly recommend and have eaten there so many times over the years....More",Date of visit: August 2014,Fab buzzy atmosphere and great veggie food,"Met up with some work colleagues/ friends on Tuesday evening and had a fab veggie de-tox salad; delicious! Great atmosphere; very trendy/ soho vibe and whilst veggie in menu, very fashionable and fun. Highly recommend and have eaten there so many times over the years. Go eat and have fun!:)"
Fabulous place,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r225226326-Mildreds_Soho-London_England.html,On our recent two day visit to the west end of London we had researched some vegi places to eat in advance. We came upon Mildreds and decided to seek it out. Took us a while to find it however that it mainly due to...More,Date of visit: August 2014,Fabulous place,"On our recent two day visit to the west end of London we had researched some vegi places to eat in advance. We came upon Mildreds and decided to seek it out. Took us a while to find it however that it mainly due to our poor map reading skills however when we found it, it was before 11am and they were not open. We returned later in the day and was not disappointed. It presents as quite small but was offered a table near the back, loved the ambiance and the staff was very engaging.Actually it was buzzing..... everyone appears very happy. The food was delicious, I had a starter of the Gyozo dumplings with a sweet chilli sauce, melt in the mouth gorgeous. Followed by the mushroom & ale pie, also gorgeous, comfort food at its best. Unfortunately we were to full for a pudding and decided to call back the following day to sample . Unfortunately we were unable to do this and will now have to wait for our next trip to London. We shall definitely return."
One of the best Vegetarian meals I've had,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r225189322-Mildreds_Soho-London_England.html,"This is an absolute gem from a vegetarian perspective.

A great menu with a good variety of food to suit any mood you are in food wise.  We had a curry and a burger and both were quick excellently presented and absolutely lovely.  This place...More",Date of visit: August 2014,One of the best Vegetarian meals I've had,"This is an absolute gem from a vegetarian perspective.A great menu with a good variety of food to suit any mood you are in food wise. We had a curry and a burger and both were quick excellently presented and absolutely lovely. This place really is one of the best vegetarian restaurants I've had the pleasure to eat in, highly recommended.The only negative was the proximity of the neighbouring tables."
Fab place - wish there were more like this,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r225020274-Mildreds_Soho-London_England.html,"Everytime myself and my husband come to london we always come here to eat - we have never been dissapointed with the food! Its quite a small restaurant but thats why we love it so much.

If you are not even vegetarian you would still...More",Date of visit: October 2013,Fab place - wish there were more like this,Everytime myself and my husband come to london we always come here to eat - we have never been dissapointed with the food! Its quite a small restaurant but thats why we love it so much.If you are not even vegetarian you would still find lovely thing to eat - i highly reccomend the mushroom and ale pie and any of the burgers. The puddings are a little bit lush too! :)
A total gem in London!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r224501273-Mildreds_Soho-London_England.html,"The atmosphere was lovely, the service excellent and the food delicious! Definitely worth every penny and I can't wait to go back and try more dishes. Such a delight as a vegetarian to have so much choice and the added bonus of a completely vegan/vegetarian...More",Date of visit: August 2014,A total gem in London!,"The atmosphere was lovely, the service excellent and the food delicious! Definitely worth every penny and I can't wait to go back and try more dishes. Such a delight as a vegetarian to have so much choice and the added bonus of a completely vegan/vegetarian drinks menu is awesome. And we only waited 5 minutes for a table :)"
Will go back,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r224261942-Mildreds_Soho-London_England.html,"MIldred's is very popular and don't take reservations so you may have to wait a while for a table. The venue in the heart of Soho has a bright and clean decor and the staff are very welcoming, though it's clear they are rushed off...More",>  >,Will go back,"MIldred's is very popular and don't take reservations so you may have to wait a while for a table. The venue in the heart of Soho has a bright and clean decor and the staff are very welcoming, though it's clear they are rushed off their feet and the place is frantic and cramped. You need to just go with it - the bustling, intimate nature of the place and enjoy the cracking vegetarian food they have on offer. One of those menus where you want everything on it. This isn't pretentious, small portioned, mean food. This is big, hearty and flavourful. They do what they do well. Veggie burger? It'll be the biggest and best veggie burger you've had in a while. We tried the risotto cakes and the smoked burger of the day which was smoked beetroot. Couple of delicious porn star cocktails as well. They delivered dessert to our table by accident and let us keep it. I got the peanut butter brownie which was too dry and cakey but I think it was vegan or gluten free, so we can forgive it for that. To top it off it's competitively priced at around the £10 mark for a main. For the quality and quantity well worth it."
Amazing...,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r223878450-Mildreds_Soho-London_England.html,"Amazing delicious food, great wines and cocktails, lovely atmosphere and setting. Very good value for money. All in all hard to fault. It's not possible to book which can often mean a bit of a wait but it's well worth it unlike many of the...More",Date of visit: August 2014,Amazing...,"Amazing delicious food, great wines and cocktails, lovely atmosphere and setting. Very good value for money. All in all hard to fault. It's not possible to book which can often mean a bit of a wait but it's well worth it unlike many of the over rated over priced restaurants in London."
The best veggie place in Lon.. No! The world!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r223866695-Mildreds_Soho-London_England.html,A visit to London is not complete without a stop at Mildred's. They don't take bookings but you can get a nice drink at the bar while waiting for a table and the staff is extra courteous and polite (not to mention generous with the...More,Date of visit: July 2014,The best veggie place in Lon.. No! The world!,"A visit to London is not complete without a stop at Mildred's. They don't take bookings but you can get a nice drink at the bar while waiting for a table and the staff is extra courteous and polite (not to mention generous with the gin if you order a gin and tonic). The dishes are vegetarian masterpieces and for all you veggie eaters this is the place to take your carnivorous friends as it's the place where ""You don't miss the meat or feel that something is missing from the dishes even if there's no meat on the menu"". Mark my words: a place worth visiting!"
Lovely food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r223795818-Mildreds_Soho-London_England.html,"The food here was delicious, and not badly priced, considering the quality! Friendly service too! Only downside is that they don't accept advance bookings, and it is very busy - we arrived at the opening time and within 20 minutes, it was nearly full! Worth...More",,Lovely food,"The food here was delicious, and not badly priced, considering the quality! Friendly service too! Only downside is that they don't accept advance bookings, and it is very busy - we arrived at the opening time and within 20 minutes, it was nearly full! Worth visiting if you are a vegetarian and in the area!"
"I love this place! Great food and staff! Great atmosphere, love it here!",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r222550962-Mildreds_Soho-London_England.html,"We had an amazing time here for my Mum's 60th, the waiter was amazing and got my mum a lovely glass of Cava as a treat for her birthday.
 Amazing food (as per usual) we even sat in the upstairs room as it was so...More",Date of visit: June 2014,"I love this place! Great food and staff! Great atmosphere, love it here!","We had an amazing time here for my Mum's 60th, the waiter was amazing and got my mum a lovely glass of Cava as a treat for her birthday. Amazing food (as per usual) we even sat in the upstairs room as it was so busy, it's beautiful up there!  It didn't disappoint, can't wait to bring more friends here who haven't visited, as everyone leaves the place wanting to visit again :)"
,,,,,
Worth seeking out,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r222477865-Mildreds_Soho-London_England.html,"Mildred's is a little off the beaten path but work the extra effort to find.  Food quality is excellent.  Place is very small and would be difficult to accompany a large group but for a single or couple, it is perfect.",Date of visit: August 2014,Worth seeking out,"Mildred's is a little off the beaten path but work the extra effort to find. Food quality is excellent. Place is very small and would be difficult to accompany a large group but for a single or couple, it is perfect."
A little gem,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r221994190-Mildreds_Soho-London_England.html,"Great little vegetarian restaurant. Turned up at around 8pm without reservations, waited around 45mins for a table and it was definitely worth the wait. As you'd expect a great veggie menu. Had the Mixed Mexican Platter to start which was first class - the refried...More",Date of visit: August 2014,A little gem,"Great little vegetarian restaurant. Turned up at around 8pm without reservations, waited around 45mins for a table and it was definitely worth the wait. As you'd expect a great veggie menu. Had the Mixed Mexican Platter to start which was first class - the refried beans delicious. Had the mushroom and sleep pie as a main which was also very tasty. Really refreshing to find a cosmopolitan veggie restaurant which serves simple food well and avoids throwing goats cheese on everything veggie (a pet hate of mine)! Highly recommended - will be back! Reservations are not accepted and this is a popular restaurant - arrive early to avoid waiting ...... alternatively have a glass of wine at the bar while you wait."
I LOVE this place!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r220906959-Mildreds_Soho-London_England.html,"If you're vegetarian, GO!  If you're vegan, GO! If you like food, GO!
Seriously though, this place is like home from home.  The food is amazing and I don't mean stuffy silly portions like you;ll get elsewhere in this neighbourhood.  I mean hearty vege food,...More",Date of visit: July 2014,I LOVE this place!,"If you're vegetarian, GO! If you're vegan, GO! If you like food, GO!Seriously though, this place is like home from home. The food is amazing and I don't mean stuffy silly portions like you;ll get elsewhere in this neighbourhood. I mean hearty vege food, yum!The staff are always really lovely also. Very laid back.If you can get there early and sit at the high chairs in the window. It;s a great spot to people watch!It's really well priced also. Wine and dinner for two is very reasonable.If you;re in the neighbourhood pop in. It;s just on the edge of Soho and Oxford Street so super easy to get to!"
Wonderful Soup,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r220698902-Mildreds_Soho-London_England.html,"Highly recommend this warm friendly restaurant. Have eaten here every time I visit London. Get there early, it fills up quickly.",Date of visit: February 2014,Wonderful Soup,"Highly recommend this warm friendly restaurant. Have eaten here every time I visit London. Get there early, it fills up quickly."
Well worth the wait.,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r220554680-Mildreds_Soho-London_England.html,"Delicious!
We've visited Mildred's a few times now and it each time we go I fall a little bit more in love with the place. Every item from the menu we have ordered is delicious, I'm excited to work my way through! 
Would definitely recommend...More",Date of visit: July 2014,Well worth the wait.,"Delicious!We've visited Mildred's a few times now and it each time we go I fall a little bit more in love with the place. Every item from the menu we have ordered is delicious, I'm excited to work my way through! Would definitely recommend the burrito, who knew beans could be so tasty! This may be a vegetarian restaurant but I would recommend this place to anyone and I'm confident even the most hardcore carnivores would love this place. No bookings are taken so you may have to wait a short while for a table but it is worth it."
Amazing!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r220228528-Mildreds_Soho-London_England.html,Great place with amazing food and lively atmosphere! As a vegetarian I was so please to find this little gem and in the heart of Soho. The staff are friendly and helpful. Highly recommended!,Date of visit: July 2014,Amazing!,Great place with amazing food and lively atmosphere! As a vegetarian I was so please to find this little gem and in the heart of Soho. The staff are friendly and helpful. Highly recommended!
Delightful,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r220120286-Mildreds_Soho-London_England.html,Delicious! Recommend the sweet potato and cashew nut curry. My friend had the tagliatelle which was on the specials board which she thoroughly enjoyed too. Yes you have to wait a little bit but it actually gives you time to enjoy a drink and catch...More,Date of visit: August 2014,Delightful,Delicious! Recommend the sweet potato and cashew nut curry. My friend had the tagliatelle which was on the specials board which she thoroughly enjoyed too. Yes you have to wait a little bit but it actually gives you time to enjoy a drink and catch up with an old friend before sitting down to eat. Food came quickly too which was great. Would definitely go back to this little gem!
