Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Dinner,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589803344-By_CHLOE-London_England.html,"Wonderful food - we had the Thai salad, guac burger and fries all of which were really good. Friendly service too.",Date of visit: June 2018,Dinner,"Wonderful food - we had the Thai salad, guac burger and fries all of which were really good. Friendly service too."
Very good,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589697941-By_CHLOE-London_England.html,"The portions were very generous for the price, and the quality was good. Fast service. Would recommend if you want to try vegan food.",>,Very good,"The portions were very generous for the price, and the quality was good. Fast service. Would recommend if you want to try vegan food."
Done with school!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589695853-By_CHLOE-London_England.html,Great place for lunch.  Got a real coconut filled with delicious coconut water!  Love the atmosphere too.,>,Done with school!,Great place for lunch. Got a real coconut filled with delicious coconut water! Love the atmosphere too.
Amazing,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589689672-By_CHLOE-London_England.html,Awesome food and table service! The menu had some really good ingredients all in all the menu was creative and impressive. The food was stunning so much flavour and texture would defiantly go against :),Date of visit: June 2018,Amazing,Awesome food and table service! The menu had some really good ingredients all in all the menu was creative and impressive. The food was stunning so much flavour and texture would defiantly go against :)
,,,,,
Lovely service,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589688762-By_CHLOE-London_England.html,The food was really good but what makes this place is the service! The staff are really helpful and friendly :) definitely coming back!,>,Lovely service,The food was really good but what makes this place is the service! The staff are really helpful and friendly :) definitely coming back!
Amazing food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589685743-By_CHLOE-London_England.html,I could not recommend this restaurant enough! I had the quinoa taco salad and it was amazing. You also get a free cookie if you write a tripadvisor review!!,Date of visit: June 2018,Amazing food!,I could not recommend this restaurant enough! I had the quinoa taco salad and it was amazing. You also get a free cookie if you write a tripadvisor review!!
Super gud,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589685436-By_CHLOE-London_England.html,"Best avocado on toast! Great setting, had a lovely brunch with my friend, we were both very happy!!! There is proof of happiness bellow",>,Super gud,"Best avocado on toast! Great setting, had a lovely brunch with my friend, we were both very happy!!! There is proof of happiness bellow"
"Just mad there isn’t one in Texas,USA",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589436974-By_CHLOE-London_England.html,"Staying here studying in London and came in for the cake pops we saw on instagram. My friend and I ended up coming back the next day for lunch and wish we could have it for every meal everyday.
Chocolate and Birthday cake pops
Matcha...More",>  >  >,"Just mad there isn’t one in Texas,USA",Staying here studying in London and came in for the cake pops we saw on instagram. My friend and I ended up coming back the next day for lunch and wish we could have it for every meal everyday.Chocolate and Birthday cake popsMatcha blueberry muffin Guac burgerThe Coconut ALL AMAZINGCan’t go wrong here!
Wonderful food and amazing service,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589307023-By_CHLOE-London_England.html,"The food is incredible. Delicious dishes, good choice, great service and dog friendly. One of my favourite places!",Date of visit: June 2018,Wonderful food and amazing service,"The food is incredible. Delicious dishes, good choice, great service and dog friendly. One of my favourite places!"
Dinner at By Chloe,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589301272-By_CHLOE-London_England.html,Just finished a super great and yummy dinner at By Chloe. Discovered this plant based restaurant thanks to my friend and absolutely loved it. We shared the caesar salad and the macncheese pasta and it was delicious !!! Highly recommend ;),>,Dinner at By Chloe,Just finished a super great and yummy dinner at By Chloe. Discovered this plant based restaurant thanks to my friend and absolutely loved it. We shared the caesar salad and the macncheese pasta and it was delicious !!! Highly recommend ;)
Food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589290773-By_CHLOE-London_England.html,"The food is amazing, It’s the second time I’m visiting the restaurant, the restaurant is very spacious.im coming back for sure",>  >,Food,"The food is amazing, It’s the second time I’m visiting the restaurant, the restaurant is very spacious.im coming back for sure"
Best vegan restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589252171-By_CHLOE-London_England.html,Very lovely healthy food and great staff! Gorgeous interiour. Best vegan restaurant in Covent Garden,Date of visit: June 2018,Best vegan restaurant,Very lovely healthy food and great staff! Gorgeous interiour. Best vegan restaurant in Covent Garden
Next level visionary sh*t!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589229082-By_CHLOE-London_England.html,"Having spent last year in Melbourne, Australia where the vegan food is out of this world I didn’t think anything in the UK could top it but by. Chloe has done it. The lady who took my order made some great recommendations and I went...More",>  >,Next level visionary sh*t!,"Having spent last year in Melbourne, Australia where the vegan food is out of this world I didn’t think anything in the UK could top it but by. Chloe has done it. The lady who took my order made some great recommendations and I went for the guac burger, a mini Mac and cheez (THE BEST) and the classic lemonade.The burger was sensational and the lemonade was delish. It had a tang of watermelon too which was super refreshing on a hot summers day. But the piece de resistance was the Mac and cheez. I knew I’d wanted to try it after seeing pictures all over insta but nothing prepared me for the mouth sensationthat it was! Such an incredible blend of flavours and textures. Pasta cooked to perfection! The service was great and the place was spotless! Can’t wait to come again :)"
First experience of dinner,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r589020302-By_CHLOE-London_England.html,"Have been for lunch and loved it. Dinner very quiet and lacked the same energy and buzz of daytime. Food good, lots of smiley counter staff but as self service cannot say much more on that topic. Mac and cheese ok, lacked cheesey punch but...More",Date of visit: June 2018,First experience of dinner,"Have been for lunch and loved it. Dinner very quiet and lacked the same energy and buzz of daytime. Food good, lots of smiley counter staff but as self service cannot say much more on that topic. Mac and cheese ok, lacked cheesey punch but considering it uses vegan cheese was very good. Kale Caesar really nice. I do like by Chloe but after the initial interest and genuine desire to support, food doesn't quote wow me enough to be a regular haunt. Brilliant if you are vegan. Perfectly pleasant if you are not."
,,,,,
Delicious,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588969969-By_CHLOE-London_England.html,Was so happy to find an all vegan restaurant! I tried the ‘fish and chips’ and it was absolutely delicious. Will definitely recommend to my friends and be back again!,Date of visit: June 2018,Delicious,Was so happy to find an all vegan restaurant! I tried the ‘fish and chips’ and it was absolutely delicious. Will definitely recommend to my friends and be back again!
Delicious vegan food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588955346-By_CHLOE-London_England.html,"Amazing place, great atmosphere, very nice staff especially Haditya.
The food arrived super fast!! 

Thanks.",Date of visit: June 2018,Delicious vegan food,"Amazing place, great atmosphere, very nice staff especially Haditya.The food arrived super fast!! Thanks."
Superb food & staff,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588466076-By_CHLOE-London_England.html,"Absolutely loved my first visit, went with friends. It was absolutely packed but tables were available and the food is absolutely scrumptious! Ordered the fish & chips followed by a steamed pudding with coconut cream. The food was heavenly and i couldn’t believe it was...More",Date of visit: June 2018,Superb food & staff,"Absolutely loved my first visit, went with friends. It was absolutely packed but tables were available and the food is absolutely scrumptious! Ordered the fish & chips followed by a steamed pudding with coconut cream. The food was heavenly and i couldn’t believe it was vegan! Service was very fast we waited 5 minutes for our food to arrive. Lovely varied menu but I wish the brunch option was available at all times as they had some lovely options on there! The toilet was very clean and tables were cleaned quickly after each customer left. Really can’t fault this place and can’t wait to visit again."
BEST,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588274745-By_CHLOE-London_England.html,Great service. Great food. Great vibe. Really enjoyed the entire experience the reasturant was really big and speacious it was great!!,Date of visit: June 2018,BEST,Great service. Great food. Great vibe. Really enjoyed the entire experience the reasturant was really big and speacious it was great!!
"Good, but nothing special on this occasion....",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588267190-By_CHLOE-London_England.html,"2 adults, 3 kids ate here for Father's Day after reading all the good reviews.  Came on a Sunday.  Parking a nightmare around the area.

This is what we ordered :
- 3 classic burgers with fries
- fish and chips
- macaroni cheese with...More",Date of visit: June 2018,"Good, but nothing special on this occasion....","2 adults, 3 kids ate here for Father's Day after reading all the good reviews. Came on a Sunday. Parking a nightmare around the area.This is what we ordered :- 3 classic burgers with fries- fish and chips- macaroni cheese with fries.- 2 daily menu pancakes (strawberries, choc sauce etc)- 2 sticky toffee pudding- 1 muffins - 2 cupcakes.Bill came to approx £105. You have to go up to the counter and order. There is seating in a canteen type environment. Wooden disposable forks/knives/spoons etc.Staff very friendly and the place is clean. Toilets clean but not a lot of them.Now, this is where the let down was..... The food was not all it was hyped up to be (for us anyway). For a little over £100 I was expecting some kind of table service at least, and the food to be a bit better tasting than it actually was. It was not bad, but it was not great either or something to shout about. Chips were pretty much McDonalds with the same sort of packaging. Fish and Chips were good but the macaroni cheese was discusting (my daughter said). The muffin and cupcakes were OK but at approx £3.80 each we would not really go for them if we came here again. The pancakes were 50/50, not good and not bad either. The food does taste all fresh etc but just did not have that wow factor that I was expecting.I am sure a lot of people love this place, but it was not really for us because of the average taste of the food."
A FAB First Time Experience.,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588205606-By_CHLOE-London_England.html,"Welcoming, kind, open and friendly staff.  Great food, well presented and helpfull staff in assisting with choice of food",Date of visit: June 2018,A FAB First Time Experience.,"Welcoming, kind, open and friendly staff. Great food, well presented and helpfull staff in assisting with choice of food"
THE BEST!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588161443-By_CHLOE-London_England.html,"Loved this place in NYC and love it here. I had a delicious meal- the classic burger, fries and dessert tonight and LOVED IT. My non veggie friend ate too and loved it. Beautfil decor and vibe too. Aditya is also the world's loveliest waiter...More",Date of visit: June 2018,THE BEST!,"Loved this place in NYC and love it here. I had a delicious meal- the classic burger, fries and dessert tonight and LOVED IT. My non veggie friend ate too and loved it. Beautfil decor and vibe too. Aditya is also the world's loveliest waiter and he made us so happy. Will be back. Thank you!"
Amazing vegan food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588127080-By_CHLOE-London_England.html,"Had vegan fish and chips for first time and really enjoyed it! Try if you are in London!!!
Super friendly staff too :)",>,Amazing vegan food!,Had vegan fish and chips for first time and really enjoyed it! Try if you are in London!!!Super friendly staff too :)
Amazing !,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588126188-By_CHLOE-London_England.html,"Great food, sweet and helpful staff, good atmosphere ! You should definitely try it if you are in London ! ❤️",Date of visit: June 2018,Amazing !,"Great food, sweet and helpful staff, good atmosphere ! You should definitely try it if you are in London ! ❤️"
Delicious Vegan Food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588101042-By_CHLOE-London_England.html,So good! Loved the Guac Burger with fries and the chipotle aioli. The choc chip cookies were crunchy and delicious.,Date of visit: June 2018,Delicious Vegan Food,So good! Loved the Guac Burger with fries and the chipotle aioli. The choc chip cookies were crunchy and delicious.
,,,,,
Great vegan food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r588100940-By_CHLOE-London_England.html,Loved my first visit to By Chloe. I had the guac burger with mac and cheese. The burger was amazing. Loved the mushroom 'bacon' on the mac'n cheese,Date of visit: June 2018,Great vegan food,Loved my first visit to By Chloe. I had the guac burger with mac and cheese. The burger was amazing. Loved the mushroom 'bacon' on the mac'n cheese
Enjoyed the foods,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587823251-By_CHLOE-London_England.html,"Kudos:
+ mac'n'cheese tasted very authentic
+ fish'n'chips very authentic for taste altough the tofu fell off the crust when cut and the texture was soft tofu. The taste was good but for a mock-experience it was just a little diverted because of texture
+...More",Date of visit: June 2018,Enjoyed the foods,"Kudos:+ mac'n'cheese tasted very authentic+ fish'n'chips very authentic for taste altough the tofu fell off the crust when cut and the texture was soft tofu. The taste was good but for a mock-experience it was just a little diverted because of texture+ them muffins. OMG.+ beet ketchup, nice personality apart from the regular red stuff you'd get everywhere else+ aioli and tartar also good+ green peas with mint? My new favoriteConsiderable karma:- echoey and noisy space was very irritating and since there was lot of people the volume of noise kept rising. This is easilly fixed with some acoustic panels or other proofing; carpets or curtains etc.- why so much plastic? Please reduce use of plastic for the environment.We will certainly visit again to try other dishes :)"
Amazing thai salad!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587811566-By_CHLOE-London_England.html,I love the food here!! Best Vegan food ever. Plus the staff is really friendly. Can't recommend this place enough whether you are vegan or not.,Date of visit: June 2018,Amazing thai salad!!,I love the food here!! Best Vegan food ever. Plus the staff is really friendly. Can't recommend this place enough whether you are vegan or not.
Great food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587805386-By_CHLOE-London_England.html,Love the atmosphere and friendly service. Would love to come again with more friends. Portions were very filling .,Date of visit: June 2018,Great food!,Love the atmosphere and friendly service. Would love to come again with more friends. Portions were very filling .
Amazing,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587803077-By_CHLOE-London_England.html,"Beautiful place, nice people and excellent meal! Definitly a place to go when you're in London! (And especially when you're vegan)",Date of visit: June 2018,Amazing,"Beautiful place, nice people and excellent meal! Definitly a place to go when you're in London! (And especially when you're vegan)"
Best vegan food in London,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587799064-By_CHLOE-London_England.html,"I had the best vegan fish and chips here in London! Full service, nice atmosphere in a great location.",Date of visit: June 2018,Best vegan food in London,"I had the best vegan fish and chips here in London! Full service, nice atmosphere in a great location."
Vegan Eats,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587796039-By_CHLOE-London_England.html,Had a delicious to go chickpea tuna sandwich and matcha blueberry muffin. Very tasty and I will defo visit again soon 🙌🏾😋,Date of visit: June 2018,Vegan Eats,Had a delicious to go chickpea tuna sandwich and matcha blueberry muffin. Very tasty and I will defo visit again soon
Love it,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587618037-By_CHLOE-London_England.html,Amazing Gluten Free options. Yummy. I will come heere again. staff warm and friendly. Lots of electricity sockets.,Date of visit: June 2018,Love it,Amazing Gluten Free options. Yummy. I will come heere again. staff warm and friendly. Lots of electricity sockets.
Best vegan restaurant in London!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587612874-By_CHLOE-London_England.html,I took my non vegan friends here and they didn’t even notice the difference. The vegan mac and cheese is amazinggggggggg!,Date of visit: June 2018,Best vegan restaurant in London!,I took my non vegan friends here and they didn’t even notice the difference. The vegan mac and cheese is amazinggggggggg!
Amazimg Food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587612453-By_CHLOE-London_England.html,Great food even for non-vegans. The avocado pesto pasta was amazing and the sweet potato fries were to die for!,Date of visit: June 2018,Amazimg Food!,Great food even for non-vegans. The avocado pesto pasta was amazing and the sweet potato fries were to die for!
,,,,,
Veryyy niceee foood,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587612044-By_CHLOE-London_England.html,"lovely food and atmosphere, i am not personally vegan so i liked trying new food // and i got a free cookie",Date of visit: June 2018,Veryyy niceee foood,"lovely food and atmosphere, i am not personally vegan so i liked trying new food // and i got a free cookie"
I love it!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587609467-By_CHLOE-London_England.html,By Chloe! Deliciousness for vegans! The Mac & Cheese is delicious! It’s always my go-to! I also always get the kale Caesar salad with the dressing on the side! The vibe is chill and the people working are always happy and full of laughs! I...More,Date of visit: June 2018,I love it!,By Chloe! Deliciousness for vegans! The Mac & Cheese is delicious! It’s always my go-to! I also always get the kale Caesar salad with the dressing on the side! The vibe is chill and the people working are always happy and full of laughs! I love this place!
Great place!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587505760-By_CHLOE-London_England.html,Came here last week and loved it! It’s a little hidden away but don’t let that put you off. Loved the decor of the place and the swinging chairs by the window. I ordered the vegan Caesar salad and it was probably the best vegan...More,Date of visit: June 2018,Great place!,Came here last week and loved it! It’s a little hidden away but don’t let that put you off. Loved the decor of the place and the swinging chairs by the window. I ordered the vegan Caesar salad and it was probably the best vegan version of a Caesar salad I’ve had! Large portion too so very filling. The menu is extensive and it all looks good. The reason I haven’t given 5 stars is because it’s not that cheap so not somewhere I could afford to go regularly.
Didn't even know it was vegan!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587399200-By_CHLOE-London_England.html,Food was amazing! You must try the Thai salad and thw juices omg to die for! Be prepared to table stalk to get a good table!so worth it though,Date of visit: June 2018,Didn't even know it was vegan!,Food was amazing! You must try the Thai salad and thw juices omg to die for! Be prepared to table stalk to get a good table!so worth it though
Great Vegan Food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587397582-By_CHLOE-London_England.html,Great atmosphere and many great options! Definitely recommend for those looking to have many different. Vegan foods!,Date of visit: June 2018,Great Vegan Food,Great atmosphere and many great options! Definitely recommend for those looking to have many different. Vegan foods!
Love the food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587397270-By_CHLOE-London_England.html,Super tasty. Vegan food is so tasty I would definitely come back here again. Usually get a table easily.,Date of visit: June 2018,Love the food,Super tasty. Vegan food is so tasty I would definitely come back here again. Usually get a table easily.
Amazing food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587397113-By_CHLOE-London_England.html,"Absolutely delicious food, great atmosphere and friendly staff - would 100% recommend! It’s a great example of how versatile and delicious vegan food is!",Date of visit: June 2018,Amazing food!,"Absolutely delicious food, great atmosphere and friendly staff - would 100% recommend! It’s a great example of how versatile and delicious vegan food is!"
love it here !!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587389705-By_CHLOE-London_England.html,"i love by chloe ! really yummy food , come here whenever i can ! we met a realt lovely waiter who we had a really nice chat with and made experience so much better",Date of visit: June 2018,love it here !!,"i love by chloe ! really yummy food , come here whenever i can ! we met a realt lovely waiter who we had a really nice chat with and made experience so much better"
So delicious!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587385576-By_CHLOE-London_England.html,The Thai salad is amazing! Really filling and delicious. Good coffee too! I will definitely be back.,Date of visit: June 2018,So delicious!,The Thai salad is amazing! Really filling and delicious. Good coffee too! I will definitely be back.
Delicious and friendly!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587385247-By_CHLOE-London_England.html,Just had a delicious lunch with my friend. I had a burger and she had an amazing looking salad. Really friendly staff and we sat in great swinging chairs! Only downside is the use of take away cups even when you’re sitting in...,Date of visit: June 2018,Delicious and friendly!,Just had a delicious lunch with my friend. I had a burger and she had an amazing looking salad. Really friendly staff and we sat in great swinging chairs! Only downside is the use of take away cups even when you’re sitting in...
,,,,,
Healthy eats in London!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587366764-By_CHLOE-London_England.html,"My son (9 year old) found a review for this restaurant and all 4 of my children loved it!  My daughter (9) loved the crispy “fish” and chips, my son devoured the Mac and cheese!  My older daughters (15 and 13) loved the kale Caesar...More",Date of visit: June 2018,Healthy eats in London!,"My son (9 year old) found a review for this restaurant and all 4 of my children loved it! My daughter (9) loved the crispy “fish” and chips, my son devoured the Mac and cheese! My older daughters (15 and 13) loved the kale Caesar salad. The environment is bright and beautiful and everyone working here friendly and helpful. We will definitely come back!"
Gluten free veggie options!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587366561-By_CHLOE-London_England.html,"Lots of gluten free and vegetarian options. Burgers and macaroni cheese. Also gluten free cakes, raspberry and chocolate.",Date of visit: June 2018,Gluten free veggie options!,"Lots of gluten free and vegetarian options. Burgers and macaroni cheese. Also gluten free cakes, raspberry and chocolate."
Brilliant,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587365934-By_CHLOE-London_England.html,Very tasty food with a lot variety.Refreshing view and a chilled out vibe! Cool interior design that makes you feel like you're at home.,Date of visit: June 2018,Brilliant,Very tasty food with a lot variety.Refreshing view and a chilled out vibe! Cool interior design that makes you feel like you're at home.
Awesome food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587363960-By_CHLOE-London_England.html,"Came with my daughter and her best friend and everyone tried some of everything... loved it all... the best one by far as we have tried New York’s one also

Thanks and keep doing what you are",Date of visit: June 2018,Awesome food,Came with my daughter and her best friend and everyone tried some of everything... loved it all... the best one by far as we have tried New York’s one alsoThanks and keep doing what you are
great vegan food !!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587362664-By_CHLOE-London_England.html,"I love this place so much - every time I come to London I stop here, as a vegan it’s so hard to find good places but this place is the best !! Such amazing customer service and loved the experience !",>,great vegan food !!!,"I love this place so much - every time I come to London I stop here, as a vegan it’s so hard to find good places but this place is the best !! Such amazing customer service and loved the experience !"
Amazing,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587230349-By_CHLOE-London_England.html,Was really good. We really enjoyed it. It's kind of fast food but a good one. Highly recommend!!!!!! There's plenty of healthy choices as well,Date of visit: June 2018,Amazing,Was really good. We really enjoyed it. It's kind of fast food but a good one. Highly recommend!!!!!! There's plenty of healthy choices as well
Great food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r587009122-By_CHLOE-London_England.html,"Visited with friends this evening, had a really tasty meal. Great food and really friendly and helpful staff!",Date of visit: June 2018,Great food!,"Visited with friends this evening, had a really tasty meal. Great food and really friendly and helpful staff!"
Fabulous vegan dinner,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586984434-By_CHLOE-London_England.html,The staff and food are great! Thoroughly recommend the Caesar salad and the burgers. Worth noting it doesn’t sell alcohol but it’s a really great addition to the london vegan scene.,Date of visit: June 2018,Fabulous vegan dinner,The staff and food are great! Thoroughly recommend the Caesar salad and the burgers. Worth noting it doesn’t sell alcohol but it’s a really great addition to the london vegan scene.
Vegan Paradise.,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586773987-By_CHLOE-London_England.html,"This is truly one of the best Vega dining experiences in London. I have been there on several occasions, having tried a new dish every time, and it has never dissapointed. I cannot recommend enough.",Date of visit: June 2018,Vegan Paradise.,"This is truly one of the best Vega dining experiences in London. I have been there on several occasions, having tried a new dish every time, and it has never dissapointed. I cannot recommend enough."
Dogs welcome,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586214667-By_CHLOE-London_England.html,"My wife & step daughter visited one Friday lunchtime. Our dogs were made very welcome.
The vegan food was excellent apparently.
The dogs have enjoyed their pupcakes. (See photo)
I’ve enjoyed my cookies.
Takeaway mac n cheese ensured that no cooking was done at home...More",Date of visit: June 2018,Dogs welcome,My wife & step daughter visited one Friday lunchtime. Our dogs were made very welcome.The vegan food was excellent apparently.The dogs have enjoyed their pupcakes. (See photo)I’ve enjoyed my cookies.Takeaway mac n cheese ensured that no cooking was done at home Friday night & that too was wonderful!
,,,,,
An all round winner!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586071728-By_CHLOE-London_England.html,"Incredible food and incredible service! Couldn't recommend 'by chloe' enough. Such a warming environment, with friendly staff- Aditya and Buch in particular are true assets to the business.",Date of visit: June 2018,An all round winner!,"Incredible food and incredible service! Couldn't recommend 'by chloe' enough. Such a warming environment, with friendly staff- Aditya and Buch in particular are true assets to the business."
Delicious vegan dream!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586056944-By_CHLOE-London_England.html,"Tucked away on a side street in the most central part of London you will find this vegan place of dreams. A menu dedicated to fun plant based eating that happily doesn’t take itself too seriously. 
Don’t miss out on the Kale and Artichoke dip...More",Date of visit: June 2018,Delicious vegan dream!,Tucked away on a side street in the most central part of London you will find this vegan place of dreams. A menu dedicated to fun plant based eating that happily doesn’t take itself too seriously. Don’t miss out on the Kale and Artichoke dip or the “Chill by Chloe” push pops either - you’ll want more than one! A delicious experience for vegan and non vegan diners - we will definitely be back again!
Must eat whether you're vegan or not,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586056403-By_CHLOE-London_England.html,Amazing food and service. Look forward to trying everything. It's Friday so I had fish and chips. The 'fish' was an amazing texture and the chips were cooked to perfection. Fav was the kale and artichoke dip - I could eat a bucket of it!...More,>  >  >  >,Must eat whether you're vegan or not,Amazing food and service. Look forward to trying everything. It's Friday so I had fish and chips. The 'fish' was an amazing texture and the chips were cooked to perfection. Fav was the kale and artichoke dip - I could eat a bucket of it! Watermelon and raspberry lemonade was heavenly and I finished my meal with a chocolate pushpop. Worth the visit and will come again.
The best !,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586047471-By_CHLOE-London_England.html,The food is great and they have the friendliest staff ever who make you feel so welcome. Def somewhere you have to go if you’re in london,Date of visit: June 2018,The best !,The food is great and they have the friendliest staff ever who make you feel so welcome. Def somewhere you have to go if you’re in london
Vegan Junk,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586045369-By_CHLOE-London_England.html,"The meatball sub, Mac n cheese, and chipotle aoli were excellent.
Some suggest overpriced, but I think it was fairly priced for the quality, in London.",Date of visit: June 2018,Vegan Junk,"The meatball sub, Mac n cheese, and chipotle aoli were excellent.Some suggest overpriced, but I think it was fairly priced for the quality, in London."
Great food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586044888-By_CHLOE-London_England.html,"Everything was amazing! Got the classic burger, mac&cheese and fries! Mac&cheese was super tasty! 😍😍",>,Great food,"Everything was amazing! Got the classic burger, mac&cheese and fries! Mac&cheese was super tasty!"
Great place - Great Service!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586036491-By_CHLOE-London_England.html,"I was really hungry and the staff helped me get the right meal for my taste buds!

Would definitely come again and save space for desserts!!!

Jon",Date of visit: June 2018,Great place - Great Service!,I was really hungry and the staff helped me get the right meal for my taste buds!Would definitely come again and save space for desserts!!!Jon
Amazing food!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586032995-By_CHLOE-London_England.html,Really great food! Definitely try the pesto meatball! I’ve been to by Chloe in New York and London. Never liked vegan food anywhere else,Date of visit: June 2018,Amazing food!,Really great food! Definitely try the pesto meatball! I’ve been to by Chloe in New York and London. Never liked vegan food anywhere else
Best vegan desserts evaaaa!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586027443-By_CHLOE-London_England.html,It has vegan meatballs and push pops that are must haves for any foodie. The swings and vibes are pretty cool too!,Date of visit: June 2018,Best vegan desserts evaaaa!,It has vegan meatballs and push pops that are must haves for any foodie. The swings and vibes are pretty cool too!
My favourite place to eat,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r586022801-By_CHLOE-London_England.html,My 2nd visit here and I love it. Food is great and as a vegan I love that I can have anything I like. The guac burger is delicious as is the lemonade. Everyone that works her is super friendly and the location is great....More,Date of visit: June 2018,My favourite place to eat,My 2nd visit here and I love it. Food is great and as a vegan I love that I can have anything I like. The guac burger is delicious as is the lemonade. Everyone that works her is super friendly and the location is great. Definitely be back soon!
,,,,,
Yummy!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585991723-By_CHLOE-London_England.html,"Visited with my daughter & our 2 dogs. We were made to feel very welcome. The food & drink were delicious, we also ordered take away so we could take home some of their delicious food another time 😊
Can not recommend highly enough!
Poppet...More",Date of visit: June 2018,Yummy!,"Visited with my daughter & our 2 dogs. We were made to feel very welcome. The food & drink were delicious, we also ordered take away so we could take home some of their delicious food another time Can not recommend highly enough!Poppet & Arya our dogs recommend the pup cakes"
Most incredible vegan place,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585952494-By_CHLOE-London_England.html,"I’ve always been searching for a decent vegan restaurant in Central London.... and not only did I find something, but I found something incredible! By Chloe offers only the most delicious and sensational treats and snacks, genuinely can’t wait to come back here! The staff...More",Date of visit: June 2018,Most incredible vegan place,"I’ve always been searching for a decent vegan restaurant in Central London.... and not only did I find something, but I found something incredible! By Chloe offers only the most delicious and sensational treats and snacks, genuinely can’t wait to come back here! The staff is amazing, food great and desserts even better! Definitely check this place out"
