Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Modern stylish delicious impressive vegan | vegetarian buffet,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r448517475-Tibits-London_England.html,"My millennial cousins (once removed) suggested Tibits to suit the tastes of a few of us and stay within a reasonable budget. I was impressed by the sophisticated decor, very upscale. There was a vast selection of creative vegetarian dishes to choose from served buffet...More",Date of visit: November 2016,Modern stylish delicious impressive vegan | vegetarian buffet,"My millennial cousins (once removed) suggested Tibits to suit the tastes of a few of us and stay within a reasonable budget. I was impressed by the sophisticated decor, very upscale. There was a vast selection of creative vegetarian dishes to choose from served buffet style. *don't forget to look up as there is another entire level of dishes served above table level. Surprisingly, this newcomer is Swiss with several restaurants in Switzerland. Some of my guests were 'amazed' at how good everything was feeling less critical of vegan - vegetarian cuisine. I might add the management couldn't have been nicer. (they is a Bar and 'food to go')"
Late lunch,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r448485895-Tibits-London_England.html,Our second visit to this restaurant and its fantastic fresh food. We both enjoyed a great selection of hot and cold items from an extensive selection of salads. Highly recommended.,Date of visit: January 2017,Late lunch,Our second visit to this restaurant and its fantastic fresh food. We both enjoyed a great selection of hot and cold items from an extensive selection of salads. Highly recommended.
One of my favourite in London,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r448323680-Tibits-London_England.html,"I have been here quite a few times and always had a good experience. I love the fact that you can choose your own food and go for seconds :)
The food is always excellent, and there's always something new to try! I absolutely love...More",Date of visit: April 2016,One of my favourite in London,"I have been here quite a few times and always had a good experience. I love the fact that you can choose your own food and go for seconds :)The food is always excellent, and there's always something new to try! I absolutely love the green beans salad, it is my favorite!! I want to go for breakfast soon, and try out their options."
Indian rice pudding is glorious!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r447485388-Tibits-London_England.html,"This was our first time in a vegetarian restaurant, and we were not disappointed. Admittedly, my husband and I found it much easier to eat than our 13, 11 and 7 year olds. There were a range of familiar hot foods which pleased the children...More,Thank you for your review. We look forward welcoming you back soon. 
Happy new year.",Date of visit: December 2016,Indian rice pudding is glorious!,"This was our first time in a vegetarian restaurant, and we were not disappointed. Admittedly, my husband and I found it much easier to eat than our 13, 11 and 7 year olds. There were a range of familiar hot foods which pleased the children - mushroom pasta, mashed potato and a sweet potato curry, but the stars of the show were the desserts - banoffee pie, berry mousse and sticky toffee pudding. My personal favourite was the Indian rice pudding, heavily flavoured with cardamon. I liked it so much I ate £8.60 worth!We sat downstairs which was fab as there is a small childrens book area and our youngest was very happy there.We will definitely be back. I have only rated it a 4 because it did seem a bit pricey."
,,,,,
Excellent range of options for Coeliac Vegetarians,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r446679072-Tibits-London_England.html,"As in Switzerland (CH), the Tibits in the English capital provides a good range of clearly labelled  and delicious options.  The atmosphere is cosy. I was pleased to introduce an English friend to the Tibits concept and he said that he would certainly return. The...More,Thank you for visiting us and for your review. We look forward welcoming you soon. Happy new year",Date of visit: November 2016,Excellent range of options for Coeliac Vegetarians,"As in Switzerland (CH), the Tibits in the English capital provides a good range of clearly labelled and delicious options. The atmosphere is cosy. I was pleased to introduce an English friend to the Tibits concept and he said that he would certainly return. The only comment is that the staff were very much less friendly than in all the Tibits I've visited in CH over the years. We would absolutely love to have a Tibits in Scotland especially in Edinburgh and Glasgow."
Healthy and tasty! Yep it's 100% possible!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r445859330-Tibits-London_England.html,"I'm a Health Coach so for me this is HEAVEN! The food is very healthy, looks fresh and delicious and it tastes exactly like it looks - amazing. Also, the atmosphere is relaxing, the music is nice ,and the outdoor terrace is such a joy...More,Thank you for visiting us HealthySpirit . We look forward welcoming you soon. Happy new year",Date of visit: August 2016,Healthy and tasty! Yep it's 100% possible!,"I'm a Health Coach so for me this is HEAVEN! The food is very healthy, looks fresh and delicious and it tastes exactly like it looks - amazing. Also, the atmosphere is relaxing, the music is nice ,and the outdoor terrace is such a joy during the summer. Vegans, vegetarians, health fanatics - reunite! :)"
Excellent - Loved it,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r445529454-Tibits-London_England.html,"We stumbled upon this place by chance as daughter took a turn to soon.

Fabulous place with fabulous food. Great concept and no meat in sight.

Loved it and when we next in London, we will definitely be visiting.,Thank you for your review. Happy you liked it. 
See you soon.",Date of visit: December 2016,Excellent - Loved it,"We stumbled upon this place by chance as daughter took a turn to soon.Fabulous place with fabulous food. Great concept and no meat in sight.Loved it and when we next in London, we will definitely be visiting."
18th birthday treat,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r442689974-Tibits-London_England.html,"I took my daughter here as a birthday treat as she has always wanted to visit this restaurant and we'd heard great things about it. We were not disappointed. We went on a Friday evening and although it was packed, there was a great range...More,Thank you Angela. We are happy you and your daughter enjoyed your celebration with us.
Have a happy new year.
Morgane",Date of visit: December 2016,18th birthday treat,"I took my daughter here as a birthday treat as she has always wanted to visit this restaurant and we'd heard great things about it. We were not disappointed. We went on a Friday evening and although it was packed, there was a great range of foods available. I'd like to say a particular thank you to Morgane & to the amazing staff for helping to make the birthday surprise such a success!"
Vegan delight!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r442530780-Tibits-London_England.html,"Oh yes it's vegan night
And the feelings right
Oh yes it's vegan night
Oh what a night

Sorry - had to sing that!

Tuesday night is ""vegan only"" night at this vegetarian/vegan restaurant.

Literally 10 minutes from my office and I did not know...More",>,Vegan delight!,"Oh yes it's vegan nightAnd the feelings rightOh yes it's vegan nightOh what a nightSorry - had to sing that!Tuesday night is ""vegan only"" night at this vegetarian/vegan restaurant.Literally 10 minutes from my office and I did not know it was there.I ate so much I feel like I shall burst - hic.Over 40 dishes to choose from. You pick what you want, they weigh it then you pay. Sooooo many dishes to choose from and each one so delish that you need to sample all so we did then moved onto dessert. Belly has popped!I have never tasted such quality vegan food.Good ranged of drinks also.My new fav place to eat. I think even my meat eater hubby would love this place."
Vibrant Choices,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r441741718-Tibits-London_England.html,"My wife made the call as she had been at the restaurant before and it was a great experience. The selection on offer was varied and tasty whilst the unusual plate weight for payment is a good idea. If you're on Regent Street I would...More,Happy you enjoyed our food and concept. 
See you soon",Date of visit: December 2016,Vibrant Choices,My wife made the call as she had been at the restaurant before and it was a great experience. The selection on offer was varied and tasty whilst the unusual plate weight for payment is a good idea. If you're on Regent Street I would definitely recommend this restaurant for a healthy and tasty lunch.
I am a meat eater and loved it,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r441406253-Tibits-London_England.html,"I went here with a friend who is vegan.  I was unsure as I love meat.

We heard about it through a friend and I was not keen at first but I loved it.

It's a buffet style but instead of a set price they...More,Everyone enjoys a trip to tibits thank you",Date of visit: December 2016,I am a meat eater and loved it,I went here with a friend who is vegan. I was unsure as I love meat.We heard about it through a friend and I was not keen at first but I loved it.It's a buffet style but instead of a set price they weigh your plate of food. Do not over fill your plate because it can cost. Hand a nice mix of hot and cold food.I was amazed by how much I liked the food and did not miss my meat at all.Can not say much about the staff because it's self services but seemed friendly enough. Looking for veggie or vegan I would recommend it from a meat eaters point of view
"Amazing vegan options, including dessert!",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r440722789-Tibits-London_England.html,Although a little outside of our budget (we're travellers) it was well worth the extra cash. The food is hearty and creative which is rare with a vegan buffet. I enjoyed a potato salad and a Caramel pudding with vegan cream. Well worth the visit.,Date of visit: November 2016,"Amazing vegan options, including dessert!",Although a little outside of our budget (we're travellers) it was well worth the extra cash. The food is hearty and creative which is rare with a vegan buffet. I enjoyed a potato salad and a Caramel pudding with vegan cream. Well worth the visit.
large queues make this a 'never again',https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r440651364-Tibits-London_England.html,they have an interesting idea.  you choose your own food and then you queue to have it weighed.  you pay by weight so a plate of lettuce will hardly cost anything but the potato wedges cost more.  they say the average meal cost about £10....More,Date of visit: November 2016,large queues make this a 'never again',they have an interesting idea. you choose your own food and then you queue to have it weighed. you pay by weight so a plate of lettuce will hardly cost anything but the potato wedges cost more. they say the average meal cost about £10. as it was vegetarian nothing there was expensive or special. the sticky toffee pudding was nice.
I love this place,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r440620820-Tibits-London_England.html,"A visit to London always has to have at least one visit to Tibits.  It's informal, buffet style with many vegan options. They now have ""Vegan Tuesday"" which means everything is vegan on Tuesday. You pay by weight and there is a large selection, so...More",Date of visit: November 2016,I love this place,"A visit to London always has to have at least one visit to Tibits. It's informal, buffet style with many vegan options. They now have ""Vegan Tuesday"" which means everything is vegan on Tuesday. You pay by weight and there is a large selection, so something for everyone.I have found that as many selections are there are, they should add more new dishes regularly. Some of the dishes are staples for some people, but for others they are ho-hum (or off-limits like the high carb potatoes and rice items). I thought of going for breakfast, but found out that there are no hot dishes for breakfast, That's a shame. There ought to be, including eggs."
,,,,,
A really good find in central London.,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r440083000-Tibits-London_England.html,"I was planning a reunion for friends from all around the country. This was a convenient location for us all to meet. It was also great to be in the heart of London so we could visit shops and art galleries nearby too. 
One of...More",Date of visit: November 2016,A really good find in central London.,"I was planning a reunion for friends from all around the country. This was a convenient location for us all to meet. It was also great to be in the heart of London so we could visit shops and art galleries nearby too. One of the group is vegetarian so we wanted to accommodate her requirements. Although a carnivore, I love good vegetarian food and that is what I found here. The food was delicious and there was a great selection. I liked the idea of paying by weight and I think we enjoyed good value for our money. The atmosphere upstairs was buzzing but downstairs was rather dull and you had to go upstairs to collect your food and drink. The one criticism I have is that we took the trouble to book a table and found ourselves downstairs, which was very disappointing and didn't match our expectations. Apparently they always put bookings downstairs, which isn't very friendly when one has taken the trouble to book! We complained to the waiter who was very helpful and found us a perfect table by the window upstairs. I would definitely go there again, as would my friends, but would request a table upstairs."
"Good, healthy food in a great location",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r439488546-Tibits-London_England.html,"Tibits has become one of my default places for meeting friends for a catch-up. It's a big space in central London. It's self-service with lots of veggie options and a large drinks list. As such, it offers great flexibility in case, say, one of you...More",Date of visit: September 2016,"Good, healthy food in a great location","Tibits has become one of my default places for meeting friends for a catch-up. It's a big space in central London. It's self-service with lots of veggie options and a large drinks list. As such, it offers great flexibility in case, say, one of you wants to eat but others just want drinks and vice versa. It hits all the spots in terms of a venue that suits a variety of tastes and needs.Despite being a large venue, it's almost always full, near capacity. Prices are determined by the weight of food on your plate. I have to say, I do find it abut pricey. No matter how carefully I load my plate, I pay an average of £15 each time, but all things considered, it's good spot to eat and chat. There's a fair amount of outdoor space and two floors of seating. Other points of interest: Just across from the restaurant is a plaque in honour of David Bowie. It's the location where the cover to his 'Ziggy Stardust Spiders from Mars' album was shot."
Delicious,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r439470697-Tibits-London_England.html,I visited Tibits with a few friends after a long day in London and we had a lovely time. The food is buffet style and you pay at the counter once your plate has been weighed. I did find it a little expensive for the...More,Date of visit: October 2016,Delicious,I visited Tibits with a few friends after a long day in London and we had a lovely time. The food is buffet style and you pay at the counter once your plate has been weighed. I did find it a little expensive for the amount on my plate but every item was delicious which made it worth every penny. I will definitely return if I'm ever in the area.
Delicious but not cheap,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r438550060-Tibits-London_England.html,"A great variety of vegan, GF and vegetarian options - all which tasted incredible. Pricing is a bit steep but you pay by weight so it can be a bit hard to estimate how much you are spending (especially with everything looking so good!).",Date of visit: October 2016,Delicious but not cheap,"A great variety of vegan, GF and vegetarian options - all which tasted incredible. Pricing is a bit steep but you pay by weight so it can be a bit hard to estimate how much you are spending (especially with everything looking so good!)."
Overrated,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r438437682-Tibits-London_England.html,"The restaurant is a concept of selling vegan/veggie food by weight great if you are dieting as you can control the portion size,paid £18 for a plate of salad, there is no indication of pricing for your meal when you get to the till, the...More",Date of visit: November 2016,Overrated,"The restaurant is a concept of selling vegan/veggie food by weight great if you are dieting as you can control the portion size,paid £18 for a plate of salad, there is no indication of pricing for your meal when you get to the till, the price is the surprise. Service is non existent. Drinks are reasonably priced and I did like the food labelling being lacto vegetarian helped to identify food items with/out eggs. I will go probably go again at lunch time for their desserts and fresh juice/tea/coffee. I would not pay no more than £10. Maybe in centre of town but this not an excuse to overprice a veggie/vegan meal."
Lovely to introduce someone to one of my favourite places,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r438236003-Tibits-London_England.html,"I took a friend here for the first time recently - she is very much a carnevore, and this place wasn't at all on her radar.  She loved it.  I realised that, among the many wonderful qualities it has, the fact you can buy stuff...More",Date of visit: November 2016,Lovely to introduce someone to one of my favourite places,"I took a friend here for the first time recently - she is very much a carnevore, and this place wasn't at all on her radar. She loved it. I realised that, among the many wonderful qualities it has, the fact you can buy stuff by weight means that you can have a very little desert at the end of the meal - I really enjoy ending a meal with something sweet, but would never want a full helping of pudding."
A great little find,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r438235674-Tibits-London_England.html,"A very nice vegetarian/vegan buffet restaurant off Regent Street. Interesting concept, you help yourself and pay by weight! A good plateful and a pint of organic lager came in at £20. Not bad for central London and the food is good too! 

Ideally some of...More,We are delighted you enjoyed your time at tibits. See you very soon.",Date of visit: November 2016,A great little find,"A very nice vegetarian/vegan buffet restaurant off Regent Street. Interesting concept, you help yourself and pay by weight! A good plateful and a pint of organic lager came in at £20. Not bad for central London and the food is good too! Ideally some of the hot food could have been a little hotter but I suppose that's due to the buffet concept; top tip, put your hot food on your plate last as you may have to queue for a minute or two while you order drinks and pay. Problem sorted! All food is vegetarian so you can dive in without having to stop and think twice. A good selection of vegan food too. I believe Tuesdays food is totally vegan.If you're in a hurry this place is ideal which makes it just perfect for pre-theatre visits.Will definitely come back."
Tibits,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r437918979-Tibits-London_England.html,Tibits is an all time favourite in our family as we all love vegetarian food. Tibits is great value. The concept here is a self service buffet and they weigh your plate; so your meal is tailor made. Tibits offers raw salads as well as...More,Date of visit: November 2016,Tibits,Tibits is an all time favourite in our family as we all love vegetarian food. Tibits is great value. The concept here is a self service buffet and they weigh your plate; so your meal is tailor made. Tibits offers raw salads as well as cooked dishes and curries. The dishes vary and on Tuesdays everything is vegan. There is also take away. The desserts are scrumptious and many are lactose free. All the dishes are labelled for allergy purposes.Tibits is located in Heddon street which is pedestrianised. There are tables outside with heaters in the winter. The staff is helpful and friendly.Downstairs there are toys to keep the little ones busy.
Good value for vegans in Central London,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r437880233-Tibits-London_England.html,"Buffet concept, good selection for veggies, vegans, other dietary specifics, well labelled. You pay by weight of food on the plate. Simple, no frills, good value, quick self service, central London.",Date of visit: July 2016,Good value for vegans in Central London,"Buffet concept, good selection for veggies, vegans, other dietary specifics, well labelled. You pay by weight of food on the plate. Simple, no frills, good value, quick self service, central London."
Amazing vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r437647088-Tibits-London_England.html,"Delicious vegetarian and vegan food in a very nice surrounding. Self service buffet  style, there's always plenty of amazing choices and you pay by weight. I enjoy eating at Tibits  and it's always one of my 1st choices in Central London. Price is also very...More",Date of visit: November 2016,Amazing vegetarian food,"Delicious vegetarian and vegan food in a very nice surrounding. Self service buffet style, there's always plenty of amazing choices and you pay by weight. I enjoy eating at Tibits and it's always one of my 1st choices in Central London. Price is also very reasonable."
,,,,,
ridiculously overpriced,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r436307108-Tibits-London_England.html,"The food is OK, but nothing special. A lot of boring dishes like pasta, deep-fried veggies, and one-ingredient cold salads. The quality of food is not at all reflected in the pricing. All management responses here seem to be ""12-16£ is an average price for...More,Dear Iwona,

We are very sorry you did not appreciate your experience at tibits. We are a buffet style restaurant, therefore we do not have a table service. As you pay by weight, we charge £2.40/100grams, which is reasonable for Central London if you compare...More",Date of visit: November 2016,ridiculously overpriced,"The food is OK, but nothing special. A lot of boring dishes like pasta, deep-fried veggies, and one-ingredient cold salads. The quality of food is not at all reflected in the pricing. All management responses here seem to be ""12-16£ is an average price for a meal in central London"". Yes, for a very decent main course, well presented, and served to the table. Not for a self-service salad bar resembling a student cafeteria. This was certainly the first time I've left any restaurant in London hungry after paying £12 for my main. Service is virtually non-existent, so it's hard to comment on that."
Great locatiion for vegetarian food in the heart of the city,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r436271174-Tibits-London_England.html,Beautiful location and ambiance serving  vegetarian food. A gem in the heart of the city. you can get one bread roll with you meal. Assorted variety of salads. You pay for the food by weight. it can be a bit pricy but worth it ....More,Date of visit: August 2016,Great locatiion for vegetarian food in the heart of the city,Beautiful location and ambiance serving vegetarian food. A gem in the heart of the city. you can get one bread roll with you meal. Assorted variety of salads. You pay for the food by weight. it can be a bit pricy but worth it . The lemonade is really good. the papaya salad was not up to par. But one must visit this place if you are in mayfair.
"Vegetarian, vegan food in a nice setting",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r435692762-Tibits-London_England.html,It's a buffet of vegetarian and vegan food. You pay by weight. The food is average but it's in a nice area (near Piccadilly Circus) and on a warm day you can even sit outside.,Date of visit: August 2016,"Vegetarian, vegan food in a nice setting",It's a buffet of vegetarian and vegan food. You pay by weight. The food is average but it's in a nice area (near Piccadilly Circus) and on a warm day you can even sit outside.
wonderfool food and service,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r435559266-Tibits-London_England.html,"Loved this place! I organised friend's surprise birthday party for 13 people there. The restaurant was super accommodating and professional. Food is to die for. Drinks are great. Going back for sure!,Dear Derya,

Thank you for your lively review.",Date of visit: November 2016,wonderfool food and service,Loved this place! I organised friend's surprise birthday party for 13 people there. The restaurant was super accommodating and professional. Food is to die for. Drinks are great. Going back for sure!
Good as always but birthday cake a  bit disappointing,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r434840790-Tibits-London_England.html,"Always enjoy the food and something about just getting up and getting food when you want, and how much you want leads to conviviality when you are in a group  But the chocolate brownie birthday cake at £25 was a bit of a let down...More",Date of visit: November 2016,Good as always but birthday cake a bit disappointing,"Always enjoy the food and something about just getting up and getting food when you want, and how much you want leads to conviviality when you are in a group But the chocolate brownie birthday cake at £25 was a bit of a let down - a 3-tier set of about 8 brownie squares which, though delicious, were somewhat overpriced and not really a cake as such.Service was cheerful - and nice to see a manager pulling his weight and helping out just about everywhere!"
Who said Vegan food is boring,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r433428745-Tibits-London_England.html,"This restaurant was only about 10 minutes from the Savoy Hotel. With one daughter a Vegan we headed to this one, which was recommended. It is in a Heddon Street, London.  The street contains quite a few good restaurants and lovely to go at night....More,Dear Craig,

Thank you for your review. Please come back we will launch our new Winter menu soon.",>  >  >,Who said Vegan food is boring,"This restaurant was only about 10 minutes from the Savoy Hotel. With one daughter a Vegan we headed to this one, which was recommended. It is in a Heddon Street, London. The street contains quite a few good restaurants and lovely to go at night. The food was great. The staff very helpful and it was very busy. It is a popular place to go and you can get a beer or wine. Recommend this one for vegetarians,vegans or those looking for a change of menu."
fresh vegetarian,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r432754324-Tibits-London_England.html,Great place to fill your plate with freshly made vegan and vegetarian food. hot and cold help yourself and pay by the weight of your plate. The restaurant is busy but plenty of modern seating upstairs and down ( downstairs is good if you have...More,Date of visit: October 2016,fresh vegetarian,Great place to fill your plate with freshly made vegan and vegetarian food. hot and cold help yourself and pay by the weight of your plate. The restaurant is busy but plenty of modern seating upstairs and down ( downstairs is good if you have little children as toilets are there and a selection of books & toys) Drinks and food a little pricey for a 'pop in' ( £38 for two of us) however delicious and filling with hip ambiance indoors and out. A very good amount of health choices including the deserts and vegan products labelled clearly.
Novel way to pay.,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r432703706-Tibits-London_England.html,We celebrated a birthday here and it was such a good choice for our vegan guests. Do not be put off by the fact that it is a buffet. You help yourself to exactly the amount you want to eat and then go and get...More,Date of visit: October 2016,Novel way to pay.,We celebrated a birthday here and it was such a good choice for our vegan guests. Do not be put off by the fact that it is a buffet. You help yourself to exactly the amount you want to eat and then go and get your plate weighed. Fantastic because you can all eat however much you want with no waste. An excellent choice of dishes so it is difficult to choose. The cocktails are good too.
London Buzz,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r432618031-Tibits-London_England.html,"Just off Regents street. Smart, casual vegetarian food. Friendly staff, no reservation needed, stylish, slightly alternative, just off the beaten track (well for me anyway). Buffet style pay by weight. Tried lots of yummy vegetarian things. Enjoyed it and a great buzz about the place.,Thank you Basil for your review. 
Please come back to try our new Winter menu launching very soon.",Date of visit: October 2016,London Buzz,"Just off Regents street. Smart, casual vegetarian food. Friendly staff, no reservation needed, stylish, slightly alternative, just off the beaten track (well for me anyway). Buffet style pay by weight. Tried lots of yummy vegetarian things. Enjoyed it and a great buzz about the place."
Unique vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r431643259-Tibits-London_England.html,"Was busy, but friendly waitress sorted out a table swiftly.
Good set up, can take as much or little of everything one likes and gives a very good opportunity to try out different things. Very wide choice",Date of visit: October 2016,Unique vegetarian food,"Was busy, but friendly waitress sorted out a table swiftly.Good set up, can take as much or little of everything one likes and gives a very good opportunity to try out different things. Very wide choice"
,,,,,
"A must go! Here you get everything! Best fresh food, superb drinks, cosy atmosphere",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r430834434-Tibits-London_England.html,"We wanted to go for proper lunch with vegan/ vegetarian options and that one was superb. The concept is you take a plate choose from the buffet go to the bar, wheigh your selection, choose your drinks and pay... then no one will interrupt your...More",Date of visit: October 2016,"A must go! Here you get everything! Best fresh food, superb drinks, cosy atmosphere","We wanted to go for proper lunch with vegan/ vegetarian options and that one was superb. The concept is you take a plate choose from the buffet go to the bar, wheigh your selection, choose your drinks and pay... then no one will interrupt your meal! you can take as long as you want. They only ask if they can take the plates when you are finished. The food is OMG perfect. Especially the Okra thingys, the dried green beans with walnuts...Go there you will not want to go anywhere else!"
lovely selection of food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r430702278-Tibits-London_England.html,"We enjoyed the food and the atmosphere, really good selection of salads from all over the world, would definitely go again.",Date of visit: August 2016,lovely selection of food,"We enjoyed the food and the atmosphere, really good selection of salads from all over the world, would definitely go again."
"Casual, filling lunch!",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r430656525-Tibits-London_England.html,"This is such a find! There is a really great choice of foods. Staff are nice and friendly. Prices are reasonable, I had a right plateful and a lovely tutti fruity juice for £13.70. There is a really good choice of juices too. I was...More",>  >,"Casual, filling lunch!","This is such a find! There is a really great choice of foods. Staff are nice and friendly. Prices are reasonable, I had a right plateful and a lovely tutti fruity juice for £13.70. There is a really good choice of juices too. I was full up for hours! Free bread roll!"
"Go there, you won't be disappointed!",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r429906170-Tibits-London_England.html,"What can I say, so refreshing to have a well designed, good looking restaurant that offers the very best of delicacies to tempt, whether you are a vegetarian, vegan or dedicated meat eater. The ambience delivers a great buzz, the staff are friendly and helpful...More",Date of visit: October 2016,"Go there, you won't be disappointed!","What can I say, so refreshing to have a well designed, good looking restaurant that offers the very best of delicacies to tempt, whether you are a vegetarian, vegan or dedicated meat eater. The ambience delivers a great buzz, the staff are friendly and helpful without being overbearing and the place is just great; modern, well lit and accomplished. The food never disappoints, always looks appetising, is well presented and delicious, truly delicious! Thank you, we need more of this type of restaurant in London, open some more immediately please!"
Great idea,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r429299050-Tibits-London_England.html,"Big fun of this place. Amazing cocktail selection, very good wines and super tasty food. Love the buffet style idea. Take away available. Thumps up!!!!",Date of visit: October 2016,Great idea,"Big fun of this place. Amazing cocktail selection, very good wines and super tasty food. Love the buffet style idea. Take away available. Thumps up!!!!"
Very good meal,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r428511936-Tibits-London_England.html,Im definitely not a veggie but I went here with my wife as a treat and was very impressed. It is a buffet where you y=take as much or little food as you like and you pay for the weight. Large choice of hot and...More,Date of visit: September 2016,Very good meal,"Im definitely not a veggie but I went here with my wife as a treat and was very impressed. It is a buffet where you y=take as much or little food as you like and you pay for the weight. Large choice of hot and cold dishes as well as puddings. Never thought I would so enjoy a meal with no meat but was very pleasantly surprised, We had two large plates of food, two puddings and drinks all for £30 which for a meal in central London is amazing .I also left feeling full up. Very well worth a visit even if you're not a veggie."
Eternally delightful,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r428341366-Tibits-London_England.html,"Just when you think they've done their best, they go and do better. Delicious, hot, fresh cooked creative meals. It's a god send for veges and an eye opener for the rest!!!! And the best Bircher in town!",Date of visit: October 2016,Eternally delightful,"Just when you think they've done their best, they go and do better. Delicious, hot, fresh cooked creative meals. It's a god send for veges and an eye opener for the rest!!!! And the best Bircher in town!"
Loads of great choices! Pay for what you serve :),https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r428241686-Tibits-London_England.html,"Okay, so I LOVED the food here - agree with many others in that it is a bit pricey, but totally worth it - especially if you know how much you eat and can portion out accordingly as you only pay for what you serve...More,Dear Dulce-Ruby,

Thank you for your email. We truly apologize for the bad experience you had during your visit. We will raise the issue to make sure it will never happen again. We look forward welcoming you soon.",Date of visit: April 2016,Loads of great choices! Pay for what you serve :),"Okay, so I LOVED the food here - agree with many others in that it is a bit pricey, but totally worth it - especially if you know how much you eat and can portion out accordingly as you only pay for what you serve yourself - by the weight.My only real issue here, and hence the average score, was that the staff was SUPER rude. This rarely if ever happens at a place like this, and was turned off by it upon walking into the place and being shoved to the side by the first worker at the door. We asked to be seated at a table/booth and were told there were none available and were seated at the window, which seats much like a bar where you are next to whomever you are with, etc. and facing outwards, tight space, etc. I was fine with this and thought, okay cool - no big deal, must be busy - then went to go ask where the bathroom was (it was POURING.. it's LONDON) so that I could wash my hands and such - and again, poor staff interaction. Anyhow, found the bathroom downstairs, and there I found that there were PLENTY of tables available, open and many others were coming to be seated w/o reservation after I'd just asked .. I went about my way and just had a bad vibe after that.Not sure if it was just the specific staff that night, but overall - turned me off to the idea of returning to spend so much money to be treated so poorly.But - again, the food was good - so you can test your luck ! xx"
Vegetarian lunch,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r427426001-Tibits-London_England.html,"I had lunch on a Saturday and the place was busy but not crowded. The food was good, great variety of salads and some tasty hot food. 

The drinks weren't particularly nice, they were supposed to be made of fresh juice but tasted like a...More,Dear,

Thank you for your review and your visit at tibits. All our juices are freshly made in our kitchen daily from fresh fruits and vegetables. At tibits you pay by weight and the average price for lunch is £12 and £15 for dinner. 
Our...More",Date of visit: September 2016,Vegetarian lunch,"I had lunch on a Saturday and the place was busy but not crowded. The food was good, great variety of salads and some tasty hot food. The drinks weren't particularly nice, they were supposed to be made of fresh juice but tasted like a bottled concentrate juice from the supermarket. And also a bit pricey!Regarding the staff... I wasn't impressed. I wouldn't say they were rude but definitely not welcoming."
